,Batsman,Mode of Dismissal,Runs Scored,Balls Faced,Fours,Sixes,Strike Rate,Innings,Location,Date,Batting Position,Format,Year,Match,Series
3658,Virender Sehwag,c A Kervezee b P Seelaar,39,26,5,2,150.00,2,"Arun Jaitley Stadium, Delhi","Mar 09, 02:30 PM LOCAL",1,,2011,"India vs Netherlands, 25th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3659,Sachin Tendulkar,c B Kruger b P Seelaar,27,22,6,0,122.73,2,"Arun Jaitley Stadium, Delhi","Mar 09, 02:30 PM LOCAL",2,,2011,"India vs Netherlands, 25th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3660,Yusuf Pathan,c & b P Seelaar,11,10,1,1,110.00,2,"Arun Jaitley Stadium, Delhi","Mar 09, 02:30 PM LOCAL",3,,2011,"India vs Netherlands, 25th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3661,Gautam Gambhir,b M Bukhari,28,28,3,0,100.00,2,"Arun Jaitley Stadium, Delhi","Mar 09, 02:30 PM LOCAL",4,,2011,"India vs Netherlands, 25th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3662,Virat Kohli,b P Borren,12,20,2,0,60.00,2,"Arun Jaitley Stadium, Delhi","Mar 09, 02:30 PM LOCAL",5,,2011,"India vs Netherlands, 25th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3663,Yuvraj Singh,not out,51,73,7,0,69.86,2,"Arun Jaitley Stadium, Delhi","Mar 09, 02:30 PM LOCAL",6,,2011,"India vs Netherlands, 25th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3664,MS Dhoni,not out,19,40,2,0,47.50,2,"Arun Jaitley Stadium, Delhi","Mar 09, 02:30 PM LOCAL",7,,2011,"India vs Netherlands, 25th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3665,Upul Tharanga,c E Chigumbura b C Mpofu,133,141,17,0,94.33,1,"Pallekele International Cricket Stadium, Pallekele","Mar 10, 02:30 PM LOCAL",1,,2011,"Sri Lanka vs Zimbabwe, 26th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3666,Tillakaratne Dilshan,c T Panyangara b P Utseya,144,131,16,1,109.92,1,"Pallekele International Cricket Stadium, Pallekele","Mar 10, 02:30 PM LOCAL",2,,2011,"Sri Lanka vs Zimbabwe, 26th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3667,Thisara Perera,c E Chigumbura b R Price,3,5,0,0,60.00,1,"Pallekele International Cricket Stadium, Pallekele","Mar 10, 02:30 PM LOCAL",3,,2011,"Sri Lanka vs Zimbabwe, 26th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3668,Mahela Jayawardene,c R Chakabva b C Mpofu,9,7,1,0,128.57,1,"Pallekele International Cricket Stadium, Pallekele","Mar 10, 02:30 PM LOCAL",4,,2011,"Sri Lanka vs Zimbabwe, 26th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3669,Kumar Sangakkara,not out,11,7,1,0,157.14,1,"Pallekele International Cricket Stadium, Pallekele","Mar 10, 02:30 PM LOCAL",5,,2011,"Sri Lanka vs Zimbabwe, 26th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3670,Angelo Mathews,c E Chigumbura b C Mpofu,0,1,0,0,0.00,1,"Pallekele International Cricket Stadium, Pallekele","Mar 10, 02:30 PM LOCAL",6,,2011,"Sri Lanka vs Zimbabwe, 26th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3671,Chamara Silva,c T Panyangara b C Mpofu,4,2,1,0,200.00,1,"Pallekele International Cricket Stadium, Pallekele","Mar 10, 02:30 PM LOCAL",7,,2011,"Sri Lanka vs Zimbabwe, 26th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3672,Thilan Samaraweera,not out,8,7,1,0,114.29,1,"Pallekele International Cricket Stadium, Pallekele","Mar 10, 02:30 PM LOCAL",8,,2011,"Sri Lanka vs Zimbabwe, 26th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3673,Brendan Taylor,c M Jayawardene b A Mathews,80,72,9,1,111.11,2,"Pallekele International Cricket Stadium, Pallekele","Mar 10, 02:30 PM LOCAL",1,,2011,"Sri Lanka vs Zimbabwe, 26th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3674,Regis Chakabva,b M Muralitharan,35,61,3,0,57.38,2,"Pallekele International Cricket Stadium, Pallekele","Mar 10, 02:30 PM LOCAL",2,,2011,"Sri Lanka vs Zimbabwe, 26th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3675,Tatenda Taibu,c K Sangakkara b A Mathews,4,6,0,0,66.67,2,"Pallekele International Cricket Stadium, Pallekele","Mar 10, 02:30 PM LOCAL",3,,2011,"Sri Lanka vs Zimbabwe, 26th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3676,Prosper Utseya,st K Sangakkara b T Dilshan,4,11,0,0,36.36,2,"Pallekele International Cricket Stadium, Pallekele","Mar 10, 02:30 PM LOCAL",4,,2011,"Sri Lanka vs Zimbabwe, 26th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3677,Craig Ervine,lbw b T Dilshan,17,21,2,0,80.95,2,"Pallekele International Cricket Stadium, Pallekele","Mar 10, 02:30 PM LOCAL",5,,2011,"Sri Lanka vs Zimbabwe, 26th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3678,Elton Chigumbura,c T Perera b M Muralitharan,6,11,0,0,54.55,2,"Pallekele International Cricket Stadium, Pallekele","Mar 10, 02:30 PM LOCAL",6,,2011,"Sri Lanka vs Zimbabwe, 26th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3679,Gregory Lamb,c M Jayawardene b T Dilshan,0,1,0,0,0.00,2,"Pallekele International Cricket Stadium, Pallekele","Mar 10, 02:30 PM LOCAL",7,,2011,"Sri Lanka vs Zimbabwe, 26th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3680,Graeme Cremer,not out,14,27,1,0,51.85,2,"Pallekele International Cricket Stadium, Pallekele","Mar 10, 02:30 PM LOCAL",8,,2011,"Sri Lanka vs Zimbabwe, 26th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3681,Ray Price,c T Samaraweera b T Perera,11,15,2,0,73.33,2,"Pallekele International Cricket Stadium, Pallekele","Mar 10, 02:30 PM LOCAL",9,,2011,"Sri Lanka vs Zimbabwe, 26th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3682,Tinashe Panyangara,lbw b T Dilshan,0,4,0,0,0.00,2,"Pallekele International Cricket Stadium, Pallekele","Mar 10, 02:30 PM LOCAL",10,,2011,"Sri Lanka vs Zimbabwe, 26th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3683,Chris Mpofu,b M Muralitharan,1,5,0,0,20.00,2,"Pallekele International Cricket Stadium, Pallekele","Mar 10, 02:30 PM LOCAL",11,,2011,"Sri Lanka vs Zimbabwe, 26th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3684,Sir Andrew Strauss,c J Siddique b N Islam,18,31,2,0,58.06,1,"Zahur Ahmed Chowdhury Stadium, Chattogram","Mar 11, 02:30 PM LOCAL",1,,2011,"Bangladesh vs England, 28th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3685,Matt Prior,st M Rahim b A Razzak,15,20,2,0,75.00,1,"Zahur Ahmed Chowdhury Stadium, Chattogram","Mar 11, 02:30 PM LOCAL",2,,2011,"Bangladesh vs England, 28th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3686,Jonathan Trott,c J Siddique b S Hasan,67,99,2,0,67.68,1,"Zahur Ahmed Chowdhury Stadium, Chattogram","Mar 11, 02:30 PM LOCAL",3,,2011,"Bangladesh vs England, 28th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3687,Ian Bell,c N Islam b Mahmudullah,5,23,0,0,21.74,1,"Zahur Ahmed Chowdhury Stadium, Chattogram","Mar 11, 02:30 PM LOCAL",4,,2011,"Bangladesh vs England, 28th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3688,Eoin Morgan,c I Kayes b N Islam,63,72,8,0,87.50,1,"Zahur Ahmed Chowdhury Stadium, Chattogram","Mar 11, 02:30 PM LOCAL",5,,2011,"Bangladesh vs England, 28th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3689,Ravi Bopara,c N Islam b A Razzak,16,22,1,0,72.73,1,"Zahur Ahmed Chowdhury Stadium, Chattogram","Mar 11, 02:30 PM LOCAL",6,,2011,"Bangladesh vs England, 28th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3690,Graeme Swann,c & b S Hasan,12,8,2,0,150.00,1,"Zahur Ahmed Chowdhury Stadium, Chattogram","Mar 11, 02:30 PM LOCAL",7,,2011,"Bangladesh vs England, 28th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3691,Paul Collingwood,run out (Mahmudullah),14,13,0,0,107.69,1,"Zahur Ahmed Chowdhury Stadium, Chattogram","Mar 11, 02:30 PM LOCAL",8,,2011,"Bangladesh vs England, 28th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3692,Tim Bresnan,c S Islam b R Hossain,2,2,0,0,100.00,1,"Zahur Ahmed Chowdhury Stadium, Chattogram","Mar 11, 02:30 PM LOCAL",9,,2011,"Bangladesh vs England, 28th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3693,Ajmal Shahzad,b S Islam,1,3,0,0,33.33,1,"Zahur Ahmed Chowdhury Stadium, Chattogram","Mar 11, 02:30 PM LOCAL",10,,2011,"Bangladesh vs England, 28th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3694,James Anderson,not out,2,5,0,0,40.00,1,"Zahur Ahmed Chowdhury Stadium, Chattogram","Mar 11, 02:30 PM LOCAL",11,,2011,"Bangladesh vs England, 28th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3695,Tamim Iqbal,b T Bresnan,38,26,5,0,146.15,2,"Zahur Ahmed Chowdhury Stadium, Chattogram","Mar 11, 02:30 PM LOCAL",1,,2011,"Bangladesh vs England, 28th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3696,Imrul Kayes,run out (A Shahzad/M Prior),60,100,5,0,60.00,2,"Zahur Ahmed Chowdhury Stadium, Chattogram","Mar 11, 02:30 PM LOCAL",2,,2011,"Bangladesh vs England, 28th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3697,Zunaed Siddique,run out (J Anderson),12,12,2,0,100.00,2,"Zahur Ahmed Chowdhury Stadium, Chattogram","Mar 11, 02:30 PM LOCAL",3,,2011,"Bangladesh vs England, 28th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3698,Raqibul Hasan,b A Shahzad,0,2,0,0,0.00,2,"Zahur Ahmed Chowdhury Stadium, Chattogram","Mar 11, 02:30 PM LOCAL",4,,2011,"Bangladesh vs England, 28th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3699,Shakib Al Hasan,b G Swann,32,58,1,0,55.17,2,"Zahur Ahmed Chowdhury Stadium, Chattogram","Mar 11, 02:30 PM LOCAL",5,,2011,"Bangladesh vs England, 28th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3700,Mushfiqur Rahim,c M Prior b A Shahzad,6,20,1,0,30.00,2,"Zahur Ahmed Chowdhury Stadium, Chattogram","Mar 11, 02:30 PM LOCAL",6,,2011,"Bangladesh vs England, 28th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3701,Mahmudullah,not out,21,42,2,0,50.00,2,"Zahur Ahmed Chowdhury Stadium, Chattogram","Mar 11, 02:30 PM LOCAL",7,,2011,"Bangladesh vs England, 28th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3702,Naeem Islam,b A Shahzad,0,5,0,0,0.00,2,"Zahur Ahmed Chowdhury Stadium, Chattogram","Mar 11, 02:30 PM LOCAL",8,,2011,"Bangladesh vs England, 28th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3703,Abdur Razzak,c T Bresnan b G Swann,1,5,0,0,20.00,2,"Zahur Ahmed Chowdhury Stadium, Chattogram","Mar 11, 02:30 PM LOCAL",9,,2011,"Bangladesh vs England, 28th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3704,Shafiul Islam,not out,24,24,4,1,100.00,2,"Zahur Ahmed Chowdhury Stadium, Chattogram","Mar 11, 02:30 PM LOCAL",10,,2011,"Bangladesh vs England, 28th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3705,Virender Sehwag,b F du Plessis,73,66,12,0,110.61,1,"Vidarbha Cricket Association Stadium, Nagpur","Mar 12, 02:30 PM LOCAL",1,,2011,"India vs South Africa, 29th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3706,Sachin Tendulkar,c J Duminy b M Morkel,111,101,8,3,109.90,1,"Vidarbha Cricket Association Stadium, Nagpur","Mar 12, 02:30 PM LOCAL",2,,2011,"India vs South Africa, 29th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3707,Gautam Gambhir,c J Kallis b D Steyn,69,75,7,0,92.00,1,"Vidarbha Cricket Association Stadium, Nagpur","Mar 12, 02:30 PM LOCAL",3,,2011,"India vs South Africa, 29th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3708,Yusuf Pathan,c G Smith b D Steyn,0,2,0,0,0.00,1,"Vidarbha Cricket Association Stadium, Nagpur","Mar 12, 02:30 PM LOCAL",4,,2011,"India vs South Africa, 29th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3709,Yuvraj Singh,c J Botha b J Kallis,12,9,0,1,133.33,1,"Vidarbha Cricket Association Stadium, Nagpur","Mar 12, 02:30 PM LOCAL",5,,2011,"India vs South Africa, 29th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3710,MS Dhoni,not out,12,21,0,0,57.14,1,"Vidarbha Cricket Association Stadium, Nagpur","Mar 12, 02:30 PM LOCAL",6,,2011,"India vs South Africa, 29th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3711,Virat Kohli,c & b R Peterson,1,3,0,0,33.33,1,"Vidarbha Cricket Association Stadium, Nagpur","Mar 12, 02:30 PM LOCAL",7,,2011,"India vs South Africa, 29th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3712,Harbhajan Singh,b D Steyn,3,9,0,0,33.33,1,"Vidarbha Cricket Association Stadium, Nagpur","Mar 12, 02:30 PM LOCAL",8,,2011,"India vs South Africa, 29th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3713,Zaheer Khan,c M Morkel b R Peterson,0,3,0,0,0.00,1,"Vidarbha Cricket Association Stadium, Nagpur","Mar 12, 02:30 PM LOCAL",9,,2011,"India vs South Africa, 29th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3714,Ashish Nehra,c G Smith b D Steyn,0,3,0,0,0.00,1,"Vidarbha Cricket Association Stadium, Nagpur","Mar 12, 02:30 PM LOCAL",10,,2011,"India vs South Africa, 29th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3715,Munaf Patel,b D Steyn,0,1,0,0,0.00,1,"Vidarbha Cricket Association Stadium, Nagpur","Mar 12, 02:30 PM LOCAL",11,,2011,"India vs South Africa, 29th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3716,Hashim Amla,c M Dhoni b H Singh,61,72,5,0,84.72,2,"Vidarbha Cricket Association Stadium, Nagpur","Mar 12, 02:30 PM LOCAL",1,,2011,"India vs South Africa, 29th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3717,Graeme Smith,c S Tendulkar b Z Khan,16,29,2,0,55.17,2,"Vidarbha Cricket Association Stadium, Nagpur","Mar 12, 02:30 PM LOCAL",2,,2011,"India vs South Africa, 29th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3718,Jacques Kallis,run out (H Singh/M Dhoni),69,88,4,0,78.41,2,"Vidarbha Cricket Association Stadium, Nagpur","Mar 12, 02:30 PM LOCAL",3,,2011,"India vs South Africa, 29th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3719,AB de Villiers,c V Kohli b H Singh,52,39,6,1,133.33,2,"Vidarbha Cricket Association Stadium, Nagpur","Mar 12, 02:30 PM LOCAL",4,,2011,"India vs South Africa, 29th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3720,Jean-Paul Duminy,st M Dhoni b H Singh,23,20,2,1,115.00,2,"Vidarbha Cricket Association Stadium, Nagpur","Mar 12, 02:30 PM LOCAL",5,,2011,"India vs South Africa, 29th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3721,Faf du Plessis,not out,25,23,0,1,108.70,2,"Vidarbha Cricket Association Stadium, Nagpur","Mar 12, 02:30 PM LOCAL",6,,2011,"India vs South Africa, 29th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3722,Morne van Wyk,lbw b M Patel,5,5,1,0,100.00,2,"Vidarbha Cricket Association Stadium, Nagpur","Mar 12, 02:30 PM LOCAL",7,,2011,"India vs South Africa, 29th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3723,Johan Botha,c (sub)S Raina b M Patel,23,15,2,1,153.33,2,"Vidarbha Cricket Association Stadium, Nagpur","Mar 12, 02:30 PM LOCAL",8,,2011,"India vs South Africa, 29th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3724,Robin Peterson,not out,18,7,2,1,257.14,2,"Vidarbha Cricket Association Stadium, Nagpur","Mar 12, 02:30 PM LOCAL",9,,2011,"India vs South Africa, 29th Match, Group B - Live Cricket Score, Commentary",ICC World Cup 2011
3725,Martin Guptill,c A Bagai b H Baidwan,17,29,3,0,58.62,1,"Wankhede Stadium, Mumbai","Mar 13, 09:30 AM LOCAL",1,,2011,"New Zealand vs Canada, 30th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3726,Brendon McCullum,c R Gunasekera b H Baidwan,101,109,12,2,92.66,1,"Wankhede Stadium, Mumbai","Mar 13, 09:30 AM LOCAL",2,,2011,"New Zealand vs Canada, 30th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3727,Jesse Ryder,c H Osinde b J Davison,38,56,3,0,67.86,1,"Wankhede Stadium, Mumbai","Mar 13, 09:30 AM LOCAL",3,,2011,"New Zealand vs Canada, 30th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3728,Ross Taylor,c J Hansra b B Rao,74,44,6,5,168.18,1,"Wankhede Stadium, Mumbai","Mar 13, 09:30 AM LOCAL",4,,2011,"New Zealand vs Canada, 30th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3729,Nathan McCullum,c & b B Rao,10,9,2,0,111.11,1,"Wankhede Stadium, Mumbai","Mar 13, 09:30 AM LOCAL",5,,2011,"New Zealand vs Canada, 30th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3730,Kane Williamson,not out,34,27,4,0,125.93,1,"Wankhede Stadium, Mumbai","Mar 13, 09:30 AM LOCAL",6,,2011,"New Zealand vs Canada, 30th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3731,Scott Styris,c J Davison b H Baidwan,35,20,3,2,175.00,1,"Wankhede Stadium, Mumbai","Mar 13, 09:30 AM LOCAL",7,,2011,"New Zealand vs Canada, 30th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3732,James Franklin,not out,31,8,2,3,387.50,1,"Wankhede Stadium, Mumbai","Mar 13, 09:30 AM LOCAL",8,,2011,"New Zealand vs Canada, 30th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3733,Ruvindu Gunasekera,c R Taylor b K Mills,2,7,0,0,28.57,2,"Wankhede Stadium, Mumbai","Mar 13, 09:30 AM LOCAL",1,,2011,"New Zealand vs Canada, 30th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3734,Hiral Patel,c B McCullum b J Oram,31,35,5,1,88.57,2,"Wankhede Stadium, Mumbai","Mar 13, 09:30 AM LOCAL",2,,2011,"New Zealand vs Canada, 30th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3735,Zubin Surkari,c R Taylor b K Mills,1,11,0,0,9.09,2,"Wankhede Stadium, Mumbai","Mar 13, 09:30 AM LOCAL",3,,2011,"New Zealand vs Canada, 30th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3736,Ashish Bagai,c B McCullum b N McCullum,84,87,10,0,96.55,2,"Wankhede Stadium, Mumbai","Mar 13, 09:30 AM LOCAL",4,,2011,"New Zealand vs Canada, 30th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3737,Jimmy Hansra,not out,70,105,4,1,66.67,2,"Wankhede Stadium, Mumbai","Mar 13, 09:30 AM LOCAL",5,,2011,"New Zealand vs Canada, 30th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3738,Rizwan Cheema,c B McCullum b J Oram,2,4,0,0,50.00,2,"Wankhede Stadium, Mumbai","Mar 13, 09:30 AM LOCAL",6,,2011,"New Zealand vs Canada, 30th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3739,John Davison,run out (B McCullum),15,21,2,0,71.43,2,"Wankhede Stadium, Mumbai","Mar 13, 09:30 AM LOCAL",7,,2011,"New Zealand vs Canada, 30th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3740,Balaji Rao,c N McCullum b J Oram,9,9,1,0,100.00,2,"Wankhede Stadium, Mumbai","Mar 13, 09:30 AM LOCAL",8,,2011,"New Zealand vs Canada, 30th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3741,Harvir Baidwan,c J Franklin b T Southee,8,6,1,0,133.33,2,"Wankhede Stadium, Mumbai","Mar 13, 09:30 AM LOCAL",9,,2011,"New Zealand vs Canada, 30th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3742,Khurram Chohan,c R Taylor b J Ryder,22,16,2,1,137.50,2,"Wankhede Stadium, Mumbai","Mar 13, 09:30 AM LOCAL",10,,2011,"New Zealand vs Canada, 30th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3743,Henry Osinde,not out,0,0,0,0,0.00,2,"Wankhede Stadium, Mumbai","Mar 13, 09:30 AM LOCAL",11,,2011,"New Zealand vs Canada, 30th Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3744,Shane Watson,c M Ouma b N Odhiambo,21,17,3,1,123.53,1,"M.Chinnaswamy Stadium, Bengaluru","Mar 13, 02:30 PM LOCAL",1,,2011,"Australia vs Kenya, 31st Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3745,Brad Haddin,c R Patel b J Kamande,65,79,9,1,82.28,1,"M.Chinnaswamy Stadium, Bengaluru","Mar 13, 02:30 PM LOCAL",2,,2011,"Australia vs Kenya, 31st Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3746,Ricky Ponting,lbw b C Obuya,36,54,5,0,66.67,1,"M.Chinnaswamy Stadium, Bengaluru","Mar 13, 02:30 PM LOCAL",3,,2011,"Australia vs Kenya, 31st Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3747,Michael Clarke,c R Patel b N Odhiambo,93,80,7,1,116.25,1,"M.Chinnaswamy Stadium, Bengaluru","Mar 13, 02:30 PM LOCAL",4,,2011,"Australia vs Kenya, 31st Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
3748,Cameron White,b J Kamande,2,6,0,0,33.33,1,"M.Chinnaswamy Stadium, Bengaluru","Mar 13, 02:30 PM LOCAL",5,,2011,"Australia vs Kenya, 31st Match, Group A - Live Cricket Score, Commentary",ICC World Cup 2011
